ObjectID,GlobalID,Species name,Specify other.,% cover of,Presence negligible (less than 1%),repeat_text,ParentGlobalID,CreationDate,Creator,EditDate,Editor
1216,75ecaad4-8e83-43fd-a7b5-b51c52d126f7,Hirschfeldia_incana,,,yes,"Hirschfeldia_incana: %, ",1cfdfc4f-aec5-421a-9250-88e5dce00cb4,7/10/2024 5:47:57 PM,CIR_FieldTech4,7/10/2024 5:47:57 PM,CIR_FieldTech4
1217,9bcba442-4383-413c-bb9f-d97081a090c6,Bromus_hordeaceus,,8,,"Bromus_hordeaceus: 8%, ",1cfdfc4f-aec5-421a-9250-88e5dce00cb4,7/10/2024 5:47:57 PM,CIR_FieldTech4,7/10/2024 5:47:57 PM,CIR_FieldTech4
1218,fb307787-0720-4d1f-96d6-1481f95e4437,Vicia_sativa,,,yes,"Vicia_sativa: %, ",1cfdfc4f-aec5-421a-9250-88e5dce00cb4,7/10/2024 5:47:57 PM,CIR_FieldTech4,7/10/2024 5:47:57 PM,CIR_FieldTech4
1219,4a3b4f0e-033d-42b6-9505-5bb900f73282,Artemisia_californica,,,yes,"Artemisia_californica: %, ",1cfdfc4f-aec5-421a-9250-88e5dce00cb4,7/10/2024 5:47:57 PM,CIR_FieldTech4,7/10/2024 5:47:57 PM,CIR_FieldTech4
1220,e2c24cbd-d01f-4db0-a8a0-8673bd38e897,Erodium_botrys,,,yes,"Erodium_botrys: %, ",1cfdfc4f-aec5-421a-9250-88e5dce00cb4,7/10/2024 5:47:57 PM,CIR_FieldTech4,7/10/2024 5:47:57 PM,CIR_FieldTech4
1221,c843308c-c842-4053-a9e5-5314ead9f71f,Hypochaeris_glabra,,,yes,"Hypochaeris_glabra: %, ",1cfdfc4f-aec5-421a-9250-88e5dce00cb4,7/10/2024 5:47:57 PM,CIR_FieldTech4,7/10/2024 5:47:57 PM,CIR_FieldTech4
1222,cf9588dd-39d8-41f9-838f-631f19c7e66c,Sonchus_asper,,,yes,"Sonchus_asper: %, ",1cfdfc4f-aec5-421a-9250-88e5dce00cb4,7/10/2024 5:47:57 PM,CIR_FieldTech4,7/10/2024 5:47:57 PM,CIR_FieldTech4
1223,044a68bf-51fb-44e2-80e7-6771dc43e328,Convolvulus_arvensis,,1,,"Convolvulus_arvensis: 1%, ",6bc88237-30f1-42d2-9c66-fb2e221d066a,7/10/2024 6:23:01 PM,CIR_FieldTech4,7/10/2024 6:23:01 PM,CIR_FieldTech4
1224,91d4ac8a-639e-4d8f-95ba-96228521e2bc,Avena_barbata_or_fatua,,98,,"Avena_barbata_or_fatua: 98%, ",6bc88237-30f1-42d2-9c66-fb2e221d066a,7/10/2024 6:23:01 PM,CIR_FieldTech4,7/10/2024 6:23:01 PM,CIR_FieldTech4
1225,7b5f6a68-409c-4df1-94f6-f4cbc49bf1b6,Bromus_diandrus,,1,,"Bromus_diandrus: 1%, ",6bc88237-30f1-42d2-9c66-fb2e221d066a,7/10/2024 6:23:01 PM,CIR_FieldTech4,7/10/2024 6:23:01 PM,CIR_FieldTech4
1226,40cab70c-0d69-4033-8398-e5d16159df5d,Brachypodium_distachyon,,,yes,"Brachypodium_distachyon: %, ",6bc88237-30f1-42d2-9c66-fb2e221d066a,7/10/2024 6:23:01 PM,CIR_FieldTech4,7/10/2024 6:23:01 PM,CIR_FieldTech4
1227,861dcb9c-920a-4459-be84-63f1fdba449d,Stipa_pulchra,,20,,"Stipa_pulchra: 20%, ",d8afaa1e-e87f-4de9-a15e-96fb9913c11a,7/10/2024 9:55:04 PM,CIR_FieldTech4,7/10/2024 9:55:04 PM,CIR_FieldTech4
1228,d626fef0-cf2e-4d3d-b79d-394854dd247d,Vicia_sativa,,2,,"Vicia_sativa: 2%, ",d8afaa1e-e87f-4de9-a15e-96fb9913c11a,7/10/2024 9:55:04 PM,CIR_FieldTech4,7/10/2024 9:55:04 PM,CIR_FieldTech4
1229,d2bca81b-d044-43dd-9561-bbe8175558d7,Erodium_botrys,,1,,"Erodium_botrys: 1%, ",d8afaa1e-e87f-4de9-a15e-96fb9913c11a,7/10/2024 9:55:04 PM,CIR_FieldTech4,7/10/2024 9:55:04 PM,CIR_FieldTech4
1230,da6ba84d-8c0b-4a72-b18b-a4a7946d8b66,Avena_barbata_or_fatua,,,yes,"Avena_barbata_or_fatua: %, ",d8afaa1e-e87f-4de9-a15e-96fb9913c11a,7/10/2024 9:55:04 PM,CIR_FieldTech4,7/10/2024 9:55:04 PM,CIR_FieldTech4
1231,89139fee-6b8e-438f-9bed-a3d83b576fb4,Brachypodium_distachyon,,75,,"Brachypodium_distachyon: 75%, ",d8afaa1e-e87f-4de9-a15e-96fb9913c11a,7/10/2024 9:55:04 PM,CIR_FieldTech4,7/10/2024 9:55:04 PM,CIR_FieldTech4
1232,cf5fe2c1-46ac-456d-8760-0e0beda95775,Plantago_erecta,,2,,"Plantago_erecta: 2%, ",d8afaa1e-e87f-4de9-a15e-96fb9913c11a,7/10/2024 9:55:04 PM,CIR_FieldTech4,7/10/2024 9:55:04 PM,CIR_FieldTech4
1233,37b46f0a-0e0a-412d-a2de-ca7baea97f9d,Isocoma_menziesii,,,yes,"Isocoma_menziesii: %, ",d8afaa1e-e87f-4de9-a15e-96fb9913c11a,7/10/2024 9:55:04 PM,CIR_FieldTech4,7/10/2024 9:55:04 PM,CIR_FieldTech4
1234,b5055fd5-28c3-42b9-a504-6a25f65d508f,Festuca_perennis,,,yes,"Festuca_perennis: %, ",d8afaa1e-e87f-4de9-a15e-96fb9913c11a,7/10/2024 9:55:04 PM,CIR_FieldTech4,7/10/2024 9:55:04 PM,CIR_FieldTech4
1235,a4bbadea-5d66-44cd-b419-930c05bc5727,Sisyrinchium_bellum,,,yes,"Sisyrinchium_bellum: %, ",d8afaa1e-e87f-4de9-a15e-96fb9913c11a,7/10/2024 9:55:04 PM,CIR_FieldTech4,7/10/2024 9:55:04 PM,CIR_FieldTech4
1236,781ded31-a3f6-4f91-a7de-4d7956e9d51b,Bloomeria_crocea,,,yes,"Bloomeria_crocea: %, ",d8afaa1e-e87f-4de9-a15e-96fb9913c11a,7/10/2024 9:55:04 PM,CIR_FieldTech4,7/10/2024 9:55:04 PM,CIR_FieldTech4
1237,52386bbe-e22b-4b65-b77e-2cb51995794c,Lysimachia_arvensis,,,yes,"Lysimachia_arvensis: %, ",d8afaa1e-e87f-4de9-a15e-96fb9913c11a,7/10/2024 9:55:04 PM,CIR_FieldTech4,7/10/2024 9:55:04 PM,CIR_FieldTech4
1238,a68c5e6a-7f66-4c9e-be1f-bd7c178566c5,Festuca_perennis,,1,,"Festuca_perennis: %, ",cab365b4-bbb8-48d0-ba7f-65d627d3fcbc,7/10/2024 9:55:22 PM,CIR_FieldTech4,7/10/2024 9:55:22 PM,CIR_FieldTech4
1239,7642bf9b-5401-4ecb-aaf0-041299ccee80,Avena_barbata_or_fatua,,1,,"Avena_barbata_or_fatua: 1%, ",cab365b4-bbb8-48d0-ba7f-65d627d3fcbc,7/10/2024 9:55:22 PM,CIR_FieldTech4,7/10/2024 9:55:22 PM,CIR_FieldTech4
1240,f5707fd8-9c35-4126-a2fb-c60d7e34c3f3,Brachypodium_distachyon,,75,,"Brachypodium_distachyon: 75%, ",cab365b4-bbb8-48d0-ba7f-65d627d3fcbc,7/10/2024 9:55:22 PM,CIR_FieldTech4,7/10/2024 9:55:22 PM,CIR_FieldTech4
1241,3461dbe1-a4aa-4b2b-af98-b52d253a1a94,Brassica_nigra,,20,,"Brassica_nigra: 20%, ",cab365b4-bbb8-48d0-ba7f-65d627d3fcbc,7/10/2024 9:55:22 PM,CIR_FieldTech4,7/10/2024 9:55:22 PM,CIR_FieldTech4
1242,13cc57b6-5251-4037-bfa6-1129eb7b792d,other,Helminthotheca echioides (bristly oxtongue),3,yes,"other: 3%, ",cab365b4-bbb8-48d0-ba7f-65d627d3fcbc,7/10/2024 9:55:22 PM,CIR_FieldTech4,7/10/2024 9:55:22 PM,CIR_FieldTech4
1243,ef016c91-cd64-461b-9d12-c05fad6ff510,Vicia_sativa,,,yes,"Vicia_sativa: %, ",cab365b4-bbb8-48d0-ba7f-65d627d3fcbc,7/10/2024 9:55:22 PM,CIR_FieldTech4,7/10/2024 9:55:22 PM,CIR_FieldTech4
1244,5a028ce1-33de-47d6-bdd7-af88d0b9ba60,Avena_barbata_or_fatua,,90,,"Avena_barbata_or_fatua: 90%, ",2fee3ee4-9202-4b62-bbb7-1ea90bee0bf5,7/11/2024 12:03:46 AM,CIR_FieldTech4,7/11/2024 12:03:46 AM,CIR_FieldTech4
1245,442943a6-c7f6-4d01-bc82-a3612f122d29,Lysimachia_arvensis,,,yes,"Lysimachia_arvensis: %, ",2fee3ee4-9202-4b62-bbb7-1ea90bee0bf5,7/11/2024 12:03:46 AM,CIR_FieldTech4,7/11/2024 12:03:46 AM,CIR_FieldTech4
1246,c4342526-2f44-4a81-887f-9cfbdc265a4a,Bromus_madritensis,,1,,"Bromus_madritensis: 1%, ",2fee3ee4-9202-4b62-bbb7-1ea90bee0bf5,7/11/2024 12:03:46 AM,CIR_FieldTech4,7/11/2024 12:03:46 AM,CIR_FieldTech4
1247,7fb017ce-1519-4869-bc66-cc70aaa6bd56,Festuca_perennis,,2,,"Festuca_perennis: 2%, ",2fee3ee4-9202-4b62-bbb7-1ea90bee0bf5,7/11/2024 12:03:46 AM,CIR_FieldTech4,7/11/2024 12:03:46 AM,CIR_FieldTech4
1248,40b2f018-4a03-4306-8a0b-291f50bcbd7f,Hordeum_murinum,,,yes,"Hordeum_murinum: %, ",2fee3ee4-9202-4b62-bbb7-1ea90bee0bf5,7/11/2024 12:03:46 AM,CIR_FieldTech4,7/11/2024 12:03:46 AM,CIR_FieldTech4
1249,ac1f7fb3-fef6-4541-b505-6cef820b9a40,Medicago_polymorpha,,,yes,"Medicago_polymorpha: %, ",2fee3ee4-9202-4b62-bbb7-1ea90bee0bf5,7/11/2024 12:03:46 AM,CIR_FieldTech4,7/11/2024 12:03:46 AM,CIR_FieldTech4
1250,57cda86d-f54e-4455-8769-f6dcee793210,Erodium_botrys,,1,,"Erodium_botrys: 1%, ",2fee3ee4-9202-4b62-bbb7-1ea90bee0bf5,7/11/2024 12:03:46 AM,CIR_FieldTech4,7/11/2024 12:03:46 AM,CIR_FieldTech4
1251,eea50565-cdd6-4bf9-9ad7-4374ad327fbb,Brachypodium_distachyon,,1,,"Brachypodium_distachyon: %, ",2fee3ee4-9202-4b62-bbb7-1ea90bee0bf5,7/11/2024 12:03:46 AM,CIR_FieldTech4,7/11/2024 12:03:46 AM,CIR_FieldTech4
1252,04f6d15e-f5b9-4a70-a36f-c103165530fc,Bromus_diandrus,,5,,"Bromus_diandrus: 5%, ",2fee3ee4-9202-4b62-bbb7-1ea90bee0bf5,7/11/2024 12:03:46 AM,CIR_FieldTech4,7/11/2024 12:03:46 AM,CIR_FieldTech4
1253,ffa81d6f-fa7c-4211-bbb8-fc0decff2603,Silene_gallica,,,yes,"Silene_gallica: %, ",2fee3ee4-9202-4b62-bbb7-1ea90bee0bf5,7/11/2024 12:03:46 AM,CIR_FieldTech4,7/11/2024 12:03:46 AM,CIR_FieldTech4
1274,5f226862-9e2a-47ec-92ef-43c137360652,Hypochaeris_glabra,,,yes,"Hypochaeris_glabra: %, ",eaabce5e-2055-4f5f-a7ea-5ad3a9fb185f,7/17/2024 6:17:31 PM,CIR_FieldTech4,7/17/2024 6:17:31 PM,CIR_FieldTech4
1275,36d669db-6be7-498f-be4c-335136707cf8,Silene_gallica,,,yes,"Silene_gallica: %, ",eaabce5e-2055-4f5f-a7ea-5ad3a9fb185f,7/17/2024 6:17:31 PM,CIR_FieldTech4,7/17/2024 6:17:31 PM,CIR_FieldTech4
1276,b7366c18-6396-40ab-a294-10fac8eb2aa0,Sonchus_oleraceus,,,yes,"Sonchus_oleraceus: %, ",eaabce5e-2055-4f5f-a7ea-5ad3a9fb185f,7/17/2024 6:17:31 PM,CIR_FieldTech4,7/17/2024 6:17:31 PM,CIR_FieldTech4
1277,3ae7c7a6-4f7b-4dfa-8553-e31fc8886324,Stipa_pulchra,,40,,"Stipa_pulchra: %, ",eaabce5e-2055-4f5f-a7ea-5ad3a9fb185f,7/17/2024 6:17:31 PM,CIR_FieldTech4,7/17/2024 6:17:31 PM,CIR_FieldTech4
1278,ce58d6ed-1a26-437c-9c53-0ac7d40b9df2,Acmispon_glaber,,,yes,"Acmispon_glaber: %, ",eaabce5e-2055-4f5f-a7ea-5ad3a9fb185f,7/17/2024 6:17:31 PM,CIR_FieldTech4,7/17/2024 6:17:31 PM,CIR_FieldTech4
1279,fb43ac7d-5817-4240-9c27-d169f208de6e,Artemisia_californica,,2,,"Artemisia_californica: 2%, ",eaabce5e-2055-4f5f-a7ea-5ad3a9fb185f,7/17/2024 6:17:31 PM,CIR_FieldTech4,7/17/2024 6:17:31 PM,CIR_FieldTech4
1280,2a7c56f9-a5b2-4126-ada6-c0fc552156e6,Avena_barbata_or_fatua,,,yes,"Avena_barbata_or_fatua: %, ",eaabce5e-2055-4f5f-a7ea-5ad3a9fb185f,7/17/2024 6:17:31 PM,CIR_FieldTech4,7/17/2024 6:17:31 PM,CIR_FieldTech4
1281,5fdfd70d-8117-4a97-adcf-3944955b9fad,Amsinckia_intermedia,,,yes,"Amsinckia_intermedia: %, ",eaabce5e-2055-4f5f-a7ea-5ad3a9fb185f,7/17/2024 6:17:31 PM,CIR_FieldTech4,7/17/2024 6:17:31 PM,CIR_FieldTech4
1282,f57555f7-80a0-42a3-9255-fe93df170762,Bloomeria_crocea,,,yes,"Bloomeria_crocea: %, ",eaabce5e-2055-4f5f-a7ea-5ad3a9fb185f,7/17/2024 6:17:31 PM,CIR_FieldTech4,7/17/2024 6:17:31 PM,CIR_FieldTech4
1283,b23ee848-184a-4a80-978a-d0994fa2f054,Brachypodium_distachyon,,57,,"Brachypodium_distachyon: %, ",eaabce5e-2055-4f5f-a7ea-5ad3a9fb185f,7/17/2024 6:17:31 PM,CIR_FieldTech4,7/17/2024 6:17:31 PM,CIR_FieldTech4
1284,a7be3877-eb0e-471b-8865-fa79b459a585,Bromus_hordeaceus,,1,,"Bromus_hordeaceus: %, ",eaabce5e-2055-4f5f-a7ea-5ad3a9fb185f,7/17/2024 6:17:31 PM,CIR_FieldTech4,7/17/2024 6:17:31 PM,CIR_FieldTech4
1285,610fb831-0bd3-4771-969b-5e870a609c92,Erodium_botrys,,,yes,"Erodium_botrys: %, ",eaabce5e-2055-4f5f-a7ea-5ad3a9fb185f,7/17/2024 6:17:31 PM,CIR_FieldTech4,7/17/2024 6:17:31 PM,CIR_FieldTech4
1286,cc789adf-9741-403f-9e31-0335271497df,Festuca_perennis,,,yes,"Festuca_perennis: %, ",eaabce5e-2055-4f5f-a7ea-5ad3a9fb185f,7/17/2024 6:17:31 PM,CIR_FieldTech4,7/17/2024 6:17:31 PM,CIR_FieldTech4
1287,18bbfa7a-6255-43cd-959d-f2fa5b28b6d5,Festuca_myuros,,,yes,"Festuca_myuros: %, ",eaabce5e-2055-4f5f-a7ea-5ad3a9fb185f,7/17/2024 6:17:31 PM,CIR_FieldTech4,7/17/2024 6:17:31 PM,CIR_FieldTech4
1288,bf93e48e-c775-4c19-ba45-c4366e5614bb,Lysimachia_arvensis,,,yes,"Lysimachia_arvensis: %, ",eaabce5e-2055-4f5f-a7ea-5ad3a9fb185f,7/17/2024 6:17:31 PM,CIR_FieldTech4,7/17/2024 6:17:31 PM,CIR_FieldTech4
1289,ed9c1c32-e7f3-478d-b574-1f9a47839c01,other,Logtia galica,,yes,"other: %, ",eaabce5e-2055-4f5f-a7ea-5ad3a9fb185f,7/17/2024 6:17:31 PM,CIR_FieldTech4,7/17/2024 6:17:31 PM,CIR_FieldTech4
1290,3a45768b-7001-409f-8a7f-d0e930c934fa,Avena_barbata_or_fatua,,,yes,"Avena_barbata_or_fatua: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1291,cec6d541-f713-426d-ac7e-e0c63e692018,Brachypodium_distachyon,,10,,"Brachypodium_distachyon: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1292,e33eff47-492a-4c79-8c78-44df0668ac42,Bromus_diandrus,,,yes,"Bromus_diandrus: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1293,e407efd1-2b03-402d-9c25-332c0811408e,Bromus_hordeaceus,,,yes,"Bromus_hordeaceus: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1294,ca4a9a82-41f7-472c-9018-03c47ffd69f7,Corethrogyne_filaginifolia,,,yes,"Corethrogyne_filaginifolia: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1295,f6231212-8eb0-4982-9d31-2f361cc3cfaa,Erodium_botrys,,,yes,"Erodium_botrys: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1296,b05d40c1-092f-483d-aa36-c9e7baa2a493,Festuca_perennis,,,yes,"Festuca_perennis: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1297,38deaf2f-d1ac-411d-a2e4-1e1e32b65654,Foeniculum_vulgare,,,yes,"Foeniculum_vulgare: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1298,1adb5eec-6bac-466d-9f08-bd6da2de21f9,Sisyrinchium_bellum,,,yes,"Sisyrinchium_bellum: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1299,4d191e2f-7234-441d-87b3-8dbca7543849,Sonchus_oleraceus,,,yes,"Sonchus_oleraceus: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1300,641cb672-0613-4b52-bded-4a7d5c07fa6b,Stipa_pulchra,,45,,"Stipa_pulchra: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1301,1a2a6951-ee85-437d-839f-6640f3bf5cb1,Vicia_sativa,,,yes,"Vicia_sativa: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1302,e2756191-dd3b-4564-aa50-6f67deae2c7f,Isocoma_menziesii,,2,,"Isocoma_menziesii: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1303,48204411-c742-4136-b47a-49d4131b0501,Baccharis_pilularis,,1,,"Baccharis_pilularis: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1304,1cf76202-a0d1-4b99-8aa6-a78d5477721f,Lacticu_serriola,,25,,"Lacticu_serriola: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1305,8b287d74-eb18-4773-92fb-aeffd8a4f46f,other,Urospermum picroides,,yes,"other: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1306,6698894f-d8fe-4ec6-b87e-e54067aa7fdb,Plantago_lanceolata,,17,,"Plantago_lanceolata: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1307,4ca2367d-4114-4446-bdcf-445038782a58,other,Logtia galica ,,yes,"other: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1308,ffd321c1-ca44-479b-ab54-0ef7f0c14c93,other,Uropoppas lindleyi ,,yes,"other: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1309,2d177eff-9b9b-4b46-8ad0-3567a07f3beb,Festuca_myuros,,,yes,"Festuca_myuros: %, ",f2cc4642-eda1-4330-b1b1-9ceddee52f5b,7/17/2024 6:19:37 PM,CIR_FieldTech4,7/17/2024 6:19:37 PM,CIR_FieldTech4
1310,67295ae2-8a02-4bd4-b99f-4e90f20728f5,Amsinckia_intermedia,,8,,"Amsinckia_intermedia: %, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1311,aa1360ab-4c97-4aed-ae9a-3485e6a62b1a,Avena_barbata_or_fatua,,,yes,"Avena_barbata_or_fatua: %, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1312,8922e359-c8df-4ec8-bce6-6255a4c34fb6,Bromus_diandrus,,32,,"Bromus_diandrus: 32%, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1313,deaf214d-44ef-42b3-a5b1-b67500f8d4d5,Erodium_botrys,,26,,"Erodium_botrys: 26%, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1314,d873696b-a4fa-41a3-b86e-4d9004a4525c,Erigeron_canadensis,,2,,"Erigeron_canadensis: 2%, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1315,269e23eb-27c8-4e3d-be4e-64a59892c119,Lysimachia_arvensis,,1,,"Lysimachia_arvensis: 1%, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1316,0ed180b1-be63-4b32-b29c-3963b5f7bbe6,Malva_parviflora,,,yes,"Malva_parviflora: %, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1317,aa5ad111-6fac-4657-8fa0-c074c0d06940,Silene_gallica,,30,,"Silene_gallica: 30%, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1318,26d0c5d7-1263-42fe-87fd-d02be80c7625,Sonchus_asper,,,yes,"Sonchus_asper: %, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1319,6e83c186-4d34-4849-a24b-ed5b166de2b9,Sonchus_oleraceus,,,yes,"Sonchus_oleraceus: %, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1320,b92caaa5-1d75-4bec-bb3c-a8d5af24bc8e,Stipa_pulchra,,,yes,"Stipa_pulchra: %, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1321,c60233f5-8ee0-4fe2-8ae8-75ebc6e293ea,Vicia_sativa,,,yes,"Vicia_sativa: %, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1322,92397f57-3e38-455f-9dec-3e1b4a73f10e,Deinandra_fasciculata,,,yes,"Deinandra_fasciculata: %, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1323,2aadf899-738b-4b56-8843-ddb4feaa181c,Festuca_myuros,,,yes,"Festuca_myuros: %, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1324,dd1a9380-6126-4979-b02d-00a89b1d7732,Hirschfeldia_incana,,,yes,"Hirschfeldia_incana: %, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1325,24ebf327-ea09-4670-8963-3d9349e4af1f,other,Oxalis pilosa,,yes,"other: %, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1326,041d0793-84bc-4111-8c3c-d170b30fd832,Lacticu_serriola,,,yes,"Lacticu_serriola: %, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1327,0c01dee5-7caa-4ba8-9512-23604362fb5d,other,Carduus pycnocephalus,1,,"other: 1%, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1328,b614e91e-6cf3-4954-8b82-2c3934773498,other,Epilobium ciliatum ,,yes,"other: %, ",1b709b60-3efa-4173-a7d1-d0c3cca37b47,7/17/2024 9:04:59 PM,CIR_FieldTech4,7/17/2024 9:04:59 PM,CIR_FieldTech4
1329,03449f60-4d48-4d76-840d-3595f037fcef,Sonchus_oleraceus,,1,yes,"Sonchus_oleraceus: 1%, ",827b8d80-038a-477b-adc7-987122f9ff7e,7/17/2024 9:42:04 PM,CIR_FieldTech4,7/17/2024 9:42:04 PM,CIR_FieldTech4
1330,0e304331-af34-43d4-96a6-dcae181a9e7f,Stipa_pulchra,,33,yes,"Stipa_pulchra: 33%, ",827b8d80-038a-477b-adc7-987122f9ff7e,7/17/2024 9:42:04 PM,CIR_FieldTech4,7/17/2024 9:42:04 PM,CIR_FieldTech4
1331,64ad6b32-2bb2-4ee4-917f-6711b284f476,Vicia_sativa,,15,yes,"Vicia_sativa: 15%, ",827b8d80-038a-477b-adc7-987122f9ff7e,7/17/2024 9:42:04 PM,CIR_FieldTech4,7/17/2024 9:42:04 PM,CIR_FieldTech4
